,Unnamed: 0,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,pkg_pwr,ram_pwr,power
0,0,10013,30847,0,0,0,0,4820473,1204082,4756975,176.45,16.44,251.0
1,1,4509,8634,0,0,0,0,1413157,291002,1413258,176.59,16.33,251.0
2,2,48181597,553688530,25284332,124290330,296,151552,107124936938,36393564297,108767015313,176.95,16.48,261.4
3,3,37917843,427594204,19727786,96246512,0,0,82735275639,28122337259,84046182772,177.4,16.51,260.7
4,4,38268668,407130494,19753044,93894320,56,28672,80915595069,27328669138,81979192640,176.42,16.61,248.3
5,5,37223062,396245556,18820544,89311468,3064,1568768,76820630155,26225705621,77934345425,176.94,16.58,253.8
6,6,40417523,445953916,21251476,103418792,0,0,88034827247,29607005272,89333891605,177.29,16.55,253.8
7,7,57053265,867288711,29364740,174258938,0,0,167464799147,64384512890,169677275389,176.62,16.61,263.6
8,8,53395584,858944058,26844494,162952664,0,0,161533706284,62633329891,163962328677,177.67,16.5,257.6
9,9,65812493,1006525451,34228504,204687608,0,0,195561224983,75324818007,197952452329,176.68,16.69,257.5
10,10,47532309,776298847,24955830,155063832,4856,2486272,149158238911,58000591651,151196319410,176.73,16.54,257.5
11,11,46527542,775084444,23977378,144161520,0,0,145342596168,55747848865,147255355615,177.2,16.54,257.5
12,12,61965776,959075351,32525796,198289554,0,0,187795093681,72309998874,190191783379,176.93,16.57,257.5
13,13,57735452,862004653,29828794,178753126,0,0,168248720852,64722832515,170417673860,177.06,16.63,257.5
14,14,54349912,745782616,27199378,155281346,64,32768,148390248988,56961007433,149466966178,176.38,16.8,257.6
15,15,55508225,729844895,27662530,153286222,104,53248,142801943255,54769759771,145000920974,177.05,16.76,257.7
16,16,56247392,844082960,28264504,170007410,672,344064,162089182094,62314344650,164208090131,177.23,16.68,257.7
17,17,63259570,847452799,31792282,178926668,0,0,167865054532,64612442817,169724133807,176.97,16.78,257.8
18,18,75464125,1015826531,37486278,212182406,0,0,200480449698,76588704177,202894262102,177.13,16.76,257.9
19,19,58293019,844782524,28652714,165096244,0,0,160767549298,62201996105,162860041443,177.13,16.7,258.1
20,20,54320817,757087989,27220802,155087586,13296,6807552,148018772328,56430454246,149864361461,177.67,16.78,258.2
21,21,56167474,782546105,27740270,160557778,0,0,151140900568,58215691604,152965975801,176.77,16.76,258.2
22,22,56400957,799500884,27864050,160138776,0,0,154459292147,59226046790,156355419588,177.46,16.74,258.3
23,23,75212918,1060356248,36075920,210250906,0,0,202800133828,77994308105,205690326438,177.21,16.78,258.3
24,24,54163865,738606348,26896200,152631192,64,32768,144741072345,55566333782,146480885882,177.3,16.78,258.5
25,25,56516914,834515229,28725480,166074592,144,73728,160660439666,61699909959,162758096199,177.53,16.61,258.6
26,26,50010426,695021246,24600914,143171122,0,0,135830430489,52031532108,137430138405,177.02,16.66,258.7
27,27,55509838,788335968,27605456,161966536,0,0,153244960848,58925013223,154998011248,177.3,16.69,258.7
28,28,66368735,1030151071,33881426,203721916,0,0,196983782301,75632712779,199815408590,177.66,16.55,258.8
29,29,53999637,743571650,26644606,150787870,0,0,144803911006,55462727518,146603292921,177.34,16.76,258.9
30,30,68069228,1025572732,34038026,201381640,12928,6619136,195891558418,75256659826,198410806382,177.64,16.64,259.0
31,31,32999203,572538162,17131172,108990942,0,0,106821786621,40915099254,108326778046,178.11,16.54,259.2
32,32,79430039,1094918796,39228900,225992070,0,0,215015026506,82514122835,217394439795,177.43,16.82,259.3
33,33,53412563,731704267,26723208,150372058,0,0,142796712191,54616128532,144771639670,177.57,16.73,259.5
34,34,58840709,841074877,29837884,174623570,64,32768,164328903681,62719786414,166309357451,177.83,16.67,259.5
35,35,59325237,881945211,30576618,181518000,168,86016,171535933402,65688570078,173454130615,177.65,16.6,259.6
36,36,54780190,781567966,27607434,162986746,0,0,152801454356,58408133402,154635292118,177.89,16.7,259.7
37,37,63853910,978519071,32672596,198248098,0,0,188472191712,72449726411,190786303084,177.4,16.57,259.8
38,38,53853941,798306813,27566174,163648288,0,0,155021541736,59425350448,156856164552,177.94,16.69,259.8
39,39,54847259,796578811,27434292,160711752,0,0,154106750134,58955112701,155977928431,177.91,16.65,259.8
40,40,62393781,861096848,31101264,179655686,10072,5156864,169502585771,65080960728,171576780478,177.44,16.74,259.9
41,41,52909908,736153176,25817372,151956438,0,0,143203185664,54919155850,145011739770,177.58,16.69,260.0
42,42,72049120,1013421476,36347510,209314860,0,0,198309330385,75841137687,200778059681,177.75,16.77,260.0
43,43,56579771,762029744,27961136,158584056,0,0,149271807147,57486477890,150962232364,177.32,16.73,260.2
44,44,62353318,904727452,31200660,184840890,64,32768,174319336832,66768045949,176381558867,176.32,16.69,260.2
45,45,57960077,775695388,28502154,161326442,0,0,152230688789,57974130264,154017561743,177.8,16.79,259.9
46,46,60436924,763396792,29701190,160185106,0,0,151242732406,57780894713,153025681618,177.64,16.87,260.1
47,47,74816878,930500905,35915154,194322930,0,0,183911620884,70691469090,185952020205,177.53,16.97,260.2
48,48,54426646,765223480,26835918,156509814,0,0,149321068435,57512692339,150886402547,177.31,16.72,260.3
49,49,48915838,791178106,24597358,155186632,0,0,149631266358,57766182491,151816983181,177.84,16.58,260.3
50,50,54410565,802567644,27303018,165292152,0,0,155480602963,59901711301,157277603258,177.81,16.65,260.3
51,51,54296388,784493042,27706408,162100338,13344,6832128,153345519461,58829152948,155121049156,177.42,16.69,260.3
52,52,69117888,1003986390,35313786,207902202,0,0,196413603641,75161128427,198681147641,177.57,16.67,260.4
53,53,52718028,791711592,26495414,160447234,0,0,152322668044,58961060901,154211031963,177.46,16.63,260.4
54,54,58139496,810228602,29071390,167211240,72,36864,157903887790,60436015977,159863014822,177.62,16.71,260.5
55,55,55996126,802609758,27580722,163776118,192,98304,154998531810,59491870957,156876261944,177.64,16.69,260.5
56,56,6400,10504,0,0,0,0,1637088,248662,1688729,177.49,16.77,260.5
57,57,1308,2892,0,0,0,0,441822,97629,490889,172.55,16.62,260.5
58,58,16355,30730,0,0,0,0,6782210,3778850,6978430,69.11,12.76,260.5
59,59,3334,5039,0,0,0,0,651475,160444,1233398,70.76,12.85,234.9
60,60,21089,33868,0,0,0,0,1270896,543792,7424147,69.5,12.89,127.5
61,61,741,1559,0,0,0,0,281068,72481,374601,68.6,13.01,127.9
62,62,51185,401557,0,0,0,0,1250148,52345995,79362608,69.0,12.91,128.1
63,63,4507,10970,0,0,0,0,237854,71708,353165,68.35,12.82,128.5
64,64,7833,16529,0,0,0,0,1041530,241259,1824705,69.14,12.92,128.9
65,65,3006,6251,0,0,0,0,207524,71424,437299,67.71,12.71,129.2
66,66,6663,12899,0,0,0,0,1016144,235080,1272498,66.89,12.78,129.5
67,67,3317,5179,0,0,0,0,200322,71411,391483,66.42,12.79,129.6
68,68,44375082,656771481,24918654,154159356,0,0,135820535244,51557796194,136898054547,175.73,16.45,129.7
69,69,66271623,1064793786,37571692,238971650,0,0,216873249491,81762568445,217730496238,176.56,16.35,148.9
70,70,64041093,974081054,36267462,219393046,256,131072,198035515930,74676439269,198744178358,176.44,16.76,263.4
71,71,45393595,739062583,25755786,159856140,2800,1433600,147843042110,55613782823,148455738724,176.35,16.65,258.1
72,72,65845799,923748151,35721744,214012710,0,0,190921057790,71918605875,191547949073,176.33,16.77,258.1
73,73,69490229,971438761,37450510,218938008,0,0,197542652228,74228392961,198312429986,175.92,16.78,258.1
74,74,73595248,957450009,38587702,217369456,72,36864,195881489996,73468030706,196701771058,175.85,16.87,258.2
75,75,57903806,747265316,29954690,168840842,240,122880,152636780779,57423339123,153270573997,176.97,16.96,258.2
76,76,68845343,962101375,36417380,212705208,3064,1568768,194669865082,73003353817,195520141729,176.69,16.68,258.2
77,77,68261334,952383304,37144386,219851188,0,0,195548226340,73753696769,196218969481,176.69,16.84,258.3
78,78,68950579,907231130,36275794,205209684,0,0,185615479798,69679033243,186231132177,176.03,16.8,258.3
79,79,72505271,955520542,38427998,216630544,0,0,195288678610,73461364812,196051968936,176.03,16.87,258.3
