,Unnamed: 0,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,pkg_pwr,ram_pwr,power
0,0,9135,28721,0,0,0,0,4448285,1125702,4448361,176.45,16.44,251.0
1,1,3517,6284,0,0,0,0,1061203,211610,1061220,176.59,16.33,251.0
2,2,7629,14446,0,0,0,0,2348710,475929,2348691,176.95,16.48,261.4
3,3,2585,3526,0,0,0,0,670335,81059,670358,177.4,16.51,260.7
4,4,270,608,0,0,0,0,93595,18850,93610,176.42,16.61,248.3
5,5,2838,4732,0,0,0,0,739247,99601,739243,176.94,16.58,253.8
6,6,2977,5348,0,0,0,0,821975,109224,821951,177.29,16.55,253.8
7,7,2943,5197,0,0,0,0,832935,112800,832991,176.62,16.61,263.6
8,8,2836,4582,0,0,0,0,750664,93493,750651,177.67,16.5,257.6
9,9,5343,8255,0,0,0,0,1337059,168245,1337059,176.68,16.69,257.5
10,10,20803,49321,0,0,0,0,8023417,2664039,8058510,176.73,16.54,257.5
11,11,2954,5476,0,0,0,0,855114,118319,855163,177.2,16.54,257.5
12,12,3016,5245,0,0,0,0,849821,111632,849827,176.93,16.57,257.5
13,13,5460,8709,0,0,0,0,1409470,169603,1409440,177.06,16.63,257.5
14,14,280,628,0,0,0,0,103358,18685,103362,176.38,16.8,257.6
15,15,2979,5061,0,0,0,0,822347,101845,822388,177.05,16.76,257.7
16,16,2812,4456,0,0,0,0,741418,93454,741451,177.23,16.68,257.7
17,17,3194,5283,0,0,0,0,869932,117677,869929,176.97,16.78,257.8
18,18,5569,8887,0,0,0,0,1366868,168785,1366936,177.13,16.76,257.9
19,19,2933,4754,0,0,0,0,814628,110607,814683,177.13,16.7,258.1
20,20,12461,25251,0,0,0,0,39986,1418268,4401671,177.67,16.78,258.2
21,21,2808,4401,0,0,0,0,739016,93414,739059,176.77,16.76,258.2
22,22,3237,5798,0,0,0,0,956593,124014,956570,177.46,16.74,258.3
23,23,5478,8862,0,0,0,0,1422996,181903,1423010,177.21,16.78,258.3
24,24,133,212,0,0,0,0,46763,6278,46782,177.3,16.78,258.5
25,25,2814,4633,0,0,0,0,735744,94685,735747,177.53,16.61,258.6
26,26,2926,4622,0,0,0,0,774153,96904,774203,177.02,16.66,258.7
27,27,3016,4818,0,0,0,0,793406,106123,793408,177.3,16.69,258.7
28,28,2823,4697,0,0,0,0,763977,93425,764014,177.66,16.55,258.8
29,29,2805,4692,0,0,0,0,750556,96412,750559,177.34,16.76,258.9
30,30,17762,35088,0,0,0,0,1266282,1673984,5916842,177.64,16.64,259.0
31,31,129,226,0,0,0,0,45691,6276,45678,178.11,16.54,259.2
32,32,6123,10198,0,0,0,0,1645108,204175,1645075,177.43,16.82,259.3
33,33,285,671,0,0,0,0,114841,18778,114862,177.57,16.73,259.5
34,34,2813,4663,0,0,0,0,761193,93016,761139,177.83,16.67,259.5
35,35,2895,4575,0,0,0,0,743682,93394,743659,177.65,16.6,259.6
36,36,2818,4778,0,0,0,0,753324,93492,753342,177.89,16.7,259.7
