,Unnamed: 0,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,pkg_pwr,ram_pwr,power
0,0,241193,2322166,378022,1774179,0,0,1759342280,4519733881,1827732953,100.01,14.29,176.0
1,1,997905,8179813,2741775,6917295,224,114688,3737748244,9074542726,3979529569,109.41,14.88,170.6
2,2,1210911,15184110,1583888,7296541,2352,1204224,3908119391,7977183989,3898613227,112.56,15.06,170.6
3,3,997696,7534810,3104044,10259929,0,0,3630847821,7467466436,3695595081,109.74,15.0,131.9
4,4,1125250,7662455,2981449,8639376,0,0,3755817469,8655630908,3747024521,109.01,14.9,118.9
5,5,90262,646123,143162,268223,19304,9883648,232722273,497320864,225539891,82.87,13.48,118.9
6,6,15398,166447,0,5065,2072,1060864,138243912,290498265,117231940,62.13,12.82,118.9
7,7,16820,156373,1692,19737,2296,1175552,45801158,77207595,46749728,61.57,12.89,118.9
8,8,3492,219554,3105,7095,0,0,57361096,128292276,62417267,62.38,12.99,166.1
9,9,22771,179335,52,10593,0,0,105315871,234897413,114072044,61.95,12.93,173.9
10,10,980167,4843958,1839432,6462841,1952,999424,2640676889,5488232603,2653248882,96.43,14.55,173.6
11,11,974284,6479801,3094985,8710701,0,0,2644244725,6268242533,2775375163,111.23,15.02,173.6
12,12,1042157,7984204,2696449,9110902,2240,1146880,3066044649,6850319021,3191877588,109.35,14.94,163.2
13,13,1104308,7326399,1598994,6529532,0,0,2630324170,6100684171,2832186188,111.81,15.05,120.9
14,14,1007192,7778680,2633689,8200222,0,0,2702585006,5941370405,2805191847,106.69,14.79,120.8
15,15,18423,269658,166,2194,1616,827392,153480896,315796524,98234212,66.06,12.93,120.7
16,16,19354,224740,26,14179,0,0,62857238,60149068,37511337,63.36,12.99,120.8
17,17,14168,285531,756,6925,2352,1204224,235004107,567504469,258380106,63.18,13.06,128.2
18,18,20080,284516,456,5309,0,0,249574825,627095317,260653197,63.95,12.92,171.4
19,19,19325,143564,1983,11046,0,0,171181128,400130667,169946880,65.39,13.22,171.3
20,20,826000,7301639,1972507,6602433,2232,1142784,2843899519,6606649082,3006768472,108.51,14.91,171.6
21,21,1039152,8364013,2020004,6760342,0,0,3312244502,7557050543,3239260697,109.08,14.94,194.1
22,22,1001143,7120198,2542941,7905736,0,0,2551794193,5934369141,2688589427,110.47,14.99,216.1
23,23,1079664,7417971,16479707,29857229,2408,1232896,25041110339,9337795608,27083671536,124.75,15.69,216.0
24,24,462614,3210822,50769384,79727807,56,28672,106718264043,10717619096,108054880866,145.96,17.12,216.0
25,25,492415,3579794,49899900,78604561,1392,712704,109080194899,11315074230,107817668371,145.41,17.01,215.9
26,26,132840,1968209,48749890,77381574,0,0,103791032800,10140188928,104711646952,146.46,17.0,215.9
27,27,50569,1873189,36102964,56037336,0,0,78145989855,7799088223,76881534858,145.47,16.9,215.7
28,28,88769,1306377,55188496,85203259,2296,1175552,118437418748,10922139193,120237924389,145.27,16.88,215.7
29,29,37990,733914,50924150,78112582,0,0,111871665491,8977245731,111982764780,144.82,16.87,215.7
30,30,45118,658927,50223596,78149986,22432,11485184,109722631286,9347499913,109529153408,145.19,16.89,215.7
31,31,47326,659569,54173598,82943961,0,0,116661332462,9858699868,117456077908,145.15,16.9,215.8
32,32,32242,449977,34834018,53422318,57640,29511680,76837453774,6180337157,74297721755,145.09,16.87,216.0
33,33,89730,2042019,54245872,84648544,2352,1204224,117757502587,11029669645,118975334357,146.02,16.92,216.1
34,34,43309,2176515,44041177,67666154,0,0,96931508372,10114297355,96904116646,145.75,16.87,216.2
35,35,63810,2330553,52845311,83991313,17496,8957952,111842574008,11243379165,110765064588,145.79,16.85,216.3
36,36,49064,2353906,51795974,80104814,0,0,110964846917,11110724530,112160120886,145.9,16.92,198.8
37,37,83228,2484082,50385131,79227160,2016,1032192,110780927325,11360717877,109987263792,146.01,16.94,171.9
38,38,639356,5369515,39000111,66287385,2072,1060864,71547166515,12521783690,69806297075,132.54,16.34,171.9
39,39,790974,5922633,1881026,6165202,0,0,3059076670,6867199076,3083905899,108.54,14.88,171.5
40,40,889443,7843102,1746631,10254924,1896,970752,3549012617,8235785446,3710717907,108.51,14.81,147.0
